playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BA,SLG
hudsoda01,2012,1,ARI,NL,9,13,1,2,0,0,0,1,0,0,2,6,0,0,0,1,0,0.153846154,0.153846154
rusinch01,2012,1,CHN,NL,7,12,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0.166666667,0.333333333
holadbr01,2012,1,DET,AL,6,12,3,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0.25,0.333333333
leblawa01,2012,1,MIA,NL,25,12,0,1,1,0,0,0,0,0,0,1,0,1,3,0,1,0.083333333,0.166666667
eovalna01,2012,1,LAN,NL,10,12,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0
outmajo01,2012,1,COL,NL,28,12,0,1,0,0,0,1,0,0,1,8,0,0,0,0,0,0.083333333,0.083333333
anderbr05,2012,1,SLN,NL,10,12,2,3,1,0,0,0,1,0,1,6,0,1,0,0,0,0.25,0.333333333
peralwi01,2012,1,MIL,NL,6,11,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0.090909091,0.181818182
lockeje01,2012,1,PIT,NL,8,11,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0.090909091,0.090909091
mooread01,2012,1,KCA,AL,4,11,1,2,1,0,1,2,0,0,1,3,0,0,0,0,0,0.181818182,0.545454545
whiteel03,2012,1,SFN,NL,12,11,3,1,1,0,0,2,0,0,1,4,0,1,0,1,0,0.090909091,0.181818182
lincobr01,2012,1,PIT,NL,29,10,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0.2,0.2
pridija01,2012,1,PHI,NL,9,10,1,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0.3,0.7
ottavad01,2012,1,COL,NL,53,9,1,1,0,0,0,0,0,0,0,7,0,0,3,0,0,0.111111111,0.111111111
lannajo01,2012,1,WAS,NL,6,9,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0.111111111,0.111111111
torreca01,2012,1,COL,NL,32,9,1,2,0,0,0,1,0,0,1,4,0,0,3,0,0,0.222222222,0.222222222
wielajo01,2012,1,SDN,NL,5,8,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0.25,0.375
abadfe01,2012,1,HOU,NL,37,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0.142857143,0.142857143
fifest01,2012,1,LAN,NL,5,7,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0.285714286,0.428571429
skaggty01,2012,1,ARI,NL,6,7,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
novaiv01,2012,1,NYA,AL,28,7,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0.142857143,0.142857143
cashnan01,2012,1,SDN,NL,33,7,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0.142857143,0.142857143
guyerbr01,2012,1,TBA,AL,3,7,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.142857143,0.571428571
pelfrmi01,2012,1,NYN,NL,3,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.166666667,0.333333333
stammcr01,2012,1,WAS,NL,59,6,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
gorzeto01,2012,1,WAS,NL,45,6,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0.333333333,0.333333333
darnach01,2012,1,PIT,NL,8,6,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
sabatcc01,2012,1,NYA,AL,28,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jimenub01,2012,1,CLE,AL,31,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
beckejo02,2012,1,BOS,AL,21,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.2,0.2
chenbr01,2012,1,KCA,AL,35,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.2,0.2
tomlijo01,2012,1,CLE,AL,21,5,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0.4,0.4
thornty01,2012,1,MIL,NL,8,5,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0.2,0.4
lestejo01,2012,1,BOS,AL,33,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0
harrima01,2012,1,TEX,AL,33,5,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0
wilsocj01,2012,1,LAA,AL,34,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
blankky01,2012,1,SDN,NL,4,5,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0.2,0.2
shielja02,2012,1,TBA,AL,33,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.2,0.2
delarjo01,2012,1,COL,NL,3,5,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.4,0.4
peavyja01,2012,1,CHA,AL,32,5,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
vargaja01,2012,1,SEA,AL,33,5,2,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0.4,0.4
milonto01,2012,1,OAK,AL,31,5,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0.2,0.2
perezeu01,2012,1,WAS,NL,13,5,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0.2,0.2
robincl01,2012,1,KCA,AL,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
solisal01,2012,1,SDN,NL,5,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mchugco01,2012,1,NYN,NL,8,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
simonal01,2012,1,CIN,NL,36,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
colonba01,2012,1,OAK,AL,24,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
penara02,2012,1,NYA,AL,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25
gomezje01,2012,1,CLE,AL,20,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0.25
matusbr01,2012,1,BAL,AL,34,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.25,0.25
noesihe01,2012,1,SEA,AL,22,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0.5
willije02,2012,1,LAA,AL,32,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5
zieglbr01,2012,1,ARI,NL,77,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.25,0.25
bauertr01,2012,1,ARI,NL,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
santaer01,2012,1,LAA,AL,30,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
harenda01,2012,1,LAA,AL,31,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
hammeja01,2012,1,BAL,AL,20,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
verlaju01,2012,1,DET,AL,33,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
priceda01,2012,1,TBA,AL,31,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
fryerer01,2012,1,PIT,NL,6,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.25,0.25
negrokr01,2012,1,CIN,NL,4,4,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0.25,0.25
moorema02,2012,1,TBA,AL,31,4,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0
feldmsc01,2012,1,TEX,AL,29,4,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0.25,0.25
mazzavi01,2012,1,KCA,AL,18,4,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0.5,0.5
lewisco01,2012,1,TEX,AL,16,4,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0.5,0.5
danksjo01,2012,1,CHA,AL,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirer02,2012,1,SEA,AL,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mikolmi01,2012,1,SDN,NL,25,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
belisma01,2012,1,COL,NL,80,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
segurje01,2012,1,LAA,AL,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
liriafr01,2012,1,MIN,AL,22,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
breslcr01,2012,1,ARI,NL,40,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
rodrife02,2012,1,HOU,NL,71,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
avilalu01,2012,1,ATL,NL,31,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333
colemca01,2012,1,CHN,NL,17,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.333333333,0.333333333
darviyu01,2012,1,TEX,AL,29,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.333333333,0.333333333
millesh01,2012,1,SLN,NL,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1
chenwe02,2012,1,BAL,AL,32,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
arrieja01,2012,1,BAL,AL,24,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
federti01,2012,1,LAN,NL,3,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0.333333333,0.333333333
quintjo01,2012,1,CHA,AL,25,3,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0
garcija01,2012,1,SFN,NL,73,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.333333333,0.333333333
rosenbj01,2012,1,PHI,NL,22,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.333333333,0.333333333
mejiaje01,2012,1,NYN,NL,5,3,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0
hernafe02,2012,1,SEA,AL,33,3,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0.333333333,0.666666667
archech01,2012,1,TBA,AL,8,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
hutchdr01,2012,1,TOR,AL,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quirogu01,2012,1,BOS,AL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
felizne01,2012,1,TEX,AL,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
matsuda01,2012,1,BOS,AL,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
drabeky01,2012,1,TOR,AL,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hendrli01,2012,1,MIN,AL,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rossty01,2012,1,OAK,AL,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
saverjo01,2012,1,PHI,NL,19,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rogeres01,2012,1,COL,NL,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fistedo01,2012,1,DET,AL,26,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hollade01,2012,1,TEX,AL,29,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
richaga01,2012,1,LAA,AL,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hugheph01,2012,1,NYA,AL,32,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hunteto02,2012,1,BAL,AL,33,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kurodhi01,2012,1,NYA,AL,33,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
masteju01,2012,1,CLE,AL,34,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
swarzan01,2012,1,MIN,AL,44,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wrighja01,2012,1,LAN,NL,66,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cecilbr01,2012,1,TOR,AL,21,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
carpeda01,2012,1,HOU,NL,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
moralfr01,2012,1,BOS,AL,37,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5
daviswa01,2012,1,TBA,AL,54,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5
ogandal01,2012,1,TEX,AL,58,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5
rossro01,2012,1,TEX,AL,58,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
perezhe01,2012,1,DET,AL,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
villaca01,2012,1,TOR,AL,38,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
beavabl01,2012,1,SEA,AL,26,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
buchhcl01,2012,1,BOS,AL,29,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
porceri01,2012,1,DET,AL,31,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
chaveje01,2012,1,TOR,AL,9,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
salech01,2012,1,CHA,AL,30,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
brothre01,2012,1,COL,NL,75,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
wrighwe01,2012,1,HOU,NL,78,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
scherma01,2012,1,DET,AL,32,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
weaveje02,2012,1,LAA,AL,30,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0.5
handbr01,2012,1,MIA,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hoeslj01,2012,1,BAL,AL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dukeza01,2012,1,WAS,NL,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lerouch01,2012,1,PIT,NL,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jennida01,2012,1,MIA,NL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pennybr01,2012,1,SFN,NL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smylydr01,2012,1,DET,AL,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
floydga01,2012,1,CHA,AL,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loupaa01,2012,1,TOR,AL,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kontoge01,2012,1,SFN,NL,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dunnmi01,2012,1,MIA,NL,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
affelje01,2012,1,SFN,NL,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cishest01,2012,1,MIA,NL,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colliti01,2012,1,KCA,AL,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russeja02,2012,1,CHN,NL,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petityu01,2012,1,SFN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
redmoto01,2012,1,CIN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
satinjo01,2012,1,NYN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cingrto01,2012,1,CIN,NL,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stinsjo01,2012,1,MIL,NL,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
familje01,2012,1,NYN,NL,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
koehlto01,2012,1,MIA,NL,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cletoma01,2012,1,SLN,NL,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hatchch02,2012,1,MIA,NL,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
adcocna01,2012,1,KCA,AL,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oteroda01,2012,1,SFN,NL,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ramosce01,2012,1,TBA,AL,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vinceni01,2012,1,SDN,NL,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
alvarhe01,2012,1,TOR,AL,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cedenxa01,2012,1,HOU,NL,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
duensbr01,2012,1,MIN,AL,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
parrama01,2012,1,MIL,NL,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
salasfe01,2012,1,SLN,NL,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
webbry01,2012,1,MIA,NL,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
badenbu01,2012,1,TBA,AL,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hugheja02,2012,1,PIT,NL,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
matthry01,2012,1,WAS,NL,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
watsoto01,2012,1,PIT,NL,68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
axforjo01,2012,1,MIL,NL,75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
balfogr01,2012,1,OAK,AL,75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gregelu01,2012,1,SDN,NL,77,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rogeres01,2012,2,CLE,AL,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
lecursa01,2012,1,CIN,NL,48,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
doubrfe01,2012,1,BOS,AL,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hellije01,2012,1,TBA,AL,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
boxbebr01,2012,1,SDN,NL,24,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
teherju01,2012,1,ATL,NL,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cervefr01,2012,1,NYA,AL,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
scahiro01,2012,1,COL,NL,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
staufti01,2012,1,SDN,NL,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
gomesbr01,2012,1,TBA,AL,15,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
machama01,2013,1,BAL,AL,156,667,88,189,51,3,14,71,6,7,29,113,0,2,9,3,15,0.283358321,0.431784108
castrst01,2013,1,CHN,NL,161,666,59,163,34,2,10,44,9,6,30,129,0,7,1,1,21,0.244744745,0.346846847
murphda08,2013,1,NYN,NL,161,658,92,188,38,4,13,78,23,3,32,95,2,2,0,5,13,0.285714286,0.414893617
jonesad01,2013,1,BAL,AL,160,653,100,186,35,1,33,108,14,3,25,136,4,8,0,3,15,0.284839204,0.493108729
pedrodu01,2013,1,BOS,AL,160,641,91,193,42,2,9,84,17,5,73,75,4,3,0,7,24,0.301092044,0.414976599
ramiral03,2013,1,CHA,AL,158,637,68,181,39,2,6,48,30,9,26,68,2,3,4,4,17,0.284144427,0.379905808
markani01,2013,1,BAL,AL,160,634,89,172,24,0,10,59,1,2,55,76,3,3,0,8,17,0.271293375,0.356466877
gordoal01,2013,1,KCA,AL,156,633,90,168,27,6,20,81,11,3,52,141,7,9,0,6,4,0.265402844,0.421800948
beltrad01,2013,1,TEX,AL,161,631,88,199,32,0,30,92,1,0,50,78,12,7,0,2,17,0.315372425,0.508716323
pencehu01,2013,1,SFN,NL,162,629,91,178,35,5,27,99,22,3,52,115,3,3,0,3,17,0.282988871,0.483306836
carpema01,2013,1,SLN,NL,157,626,126,199,55,7,11,78,3,3,72,98,1,9,3,7,4,0.317891374,0.480830671
bruceja01,2013,1,CIN,NL,160,626,89,164,43,1,30,109,7,3,63,185,13,2,0,5,9,0.261980831,0.477635783
altuvjo01,2013,1,HOU,AL,152,626,64,177,31,2,5,52,35,13,32,85,5,2,4,8,24,0.282747604,0.362619808
fieldpr01,2013,1,DET,AL,162,624,82,174,36,0,25,106,1,1,75,117,5,9,0,4,20,0.278846154,0.456730769
hosmeer01,2013,1,KCA,AL,159,623,86,188,34,3,17,79,11,4,51,100,4,1,1,4,15,0.30176565,0.447833066
trumbma01,2013,1,LAA,AL,159,620,85,145,30,2,34,100,5,2,54,184,6,0,0,4,18,0.233870968,0.453225806
andruel01,2013,1,TEX,AL,156,620,91,168,17,4,4,67,42,8,52,97,1,4,16,6,19,0.270967742,0.330645161
seageky01,2013,1,SEA,AL,160,615,79,160,32,2,22,69,9,3,68,122,1,7,0,5,8,0.260162602,0.42601626
longoev01,2013,1,TBA,AL,160,614,91,165,39,3,32,88,1,0,70,162,10,3,0,6,16,0.268729642,0.498371336
zobribe01,2013,1,TBA,AL,157,612,77,168,36,3,12,71,11,3,72,91,4,7,1,6,18,0.274509804,0.401960784
spande01,2013,1,WAS,NL,153,610,75,170,28,11,4,47,20,6,42,77,0,2,7,1,11,0.278688525,0.380327869
pradoma01,2013,1,ARI,NL,155,609,70,172,36,2,14,82,3,5,47,53,2,2,0,6,29,0.282430213,0.417077176
escobal02,2013,1,KCA,AL,158,607,57,142,20,4,4,52,22,0,19,84,1,3,9,4,12,0.233937397,0.299835255
deazaal01,2013,1,CHA,AL,153,607,84,160,27,4,17,62,20,8,50,147,1,6,6,6,8,0.263591433,0.405271829
hunteto01,2013,1,DET,AL,144,606,90,184,37,5,17,84,3,2,26,113,0,7,3,10,11,0.303630363,0.465346535
phillbr01,2013,1,CIN,NL,151,606,80,158,24,2,18,103,5,3,39,98,6,8,4,9,19,0.260726073,0.396039604
simmoan01,2013,1,ATL,NL,157,606,76,150,27,6,17,59,6,5,40,55,1,3,5,4,16,0.247524752,0.396039604
rizzoan01,2013,1,CHN,NL,160,606,71,141,40,2,23,80,6,5,76,127,7,6,0,2,12,0.232673267,0.419141914
canoro01,2013,1,NYA,AL,160,605,81,190,41,0,27,107,7,1,65,85,16,6,0,5,18,0.314049587,0.515702479
martivi01,2013,1,DET,AL,159,605,68,182,36,0,14,83,0,2,54,62,10,1,0,8,23,0.300826446,0.429752066
lowrije01,2013,1,OAK,AL,154,603,80,175,45,2,15,75,1,0,50,91,3,2,3,4,17,0.290215589,0.446102819
moralke01,2013,1,SEA,AL,156,602,64,167,34,0,23,80,0,0,49,114,6,5,0,1,21,0.277408638,0.448504983
goldspa01,2013,1,ARI,NL,160,602,103,182,36,3,36,125,15,7,99,145,19,3,0,5,25,0.302325581,0.551495017
hardyjj01,2013,1,BAL,AL,159,601,66,158,27,0,25,76,2,1,38,73,3,0,3,2,14,0.262895175,0.432612313
parrage01,2013,1,ARI,NL,156,601,79,161,43,4,10,48,10,10,48,100,3,3,7,4,12,0.267886855,0.40266223
desmoia01,2013,1,WAS,NL,158,600,77,168,38,3,20,80,21,6,43,145,3,5,2,5,16,0.28,0.453333333
rolliji01,2013,1,PHI,NL,160,600,65,151,36,2,6,39,22,6,59,93,6,1,3,3,12,0.251666667,0.348333333
aokino01,2013,1,MIL,NL,155,597,80,171,20,3,8,37,20,12,55,40,1,11,8,3,9,0.286432161,0.370184255
troutmi01,2013,1,LAA,AL,157,589,109,190,39,9,27,97,33,7,110,136,10,9,0,8,8,0.322580645,0.556876061
segurje01,2013,1,MIL,NL,146,588,74,173,20,10,12,49,44,13,25,84,1,6,2,2,17,0.294217687,0.423469388
davisch02,2013,1,BAL,AL,160,584,103,167,42,1,53,138,4,1,72,199,12,10,0,7,4,0.285958904,0.633561644
gonzaad01,2013,1,LAN,NL,157,583,69,171,32,0,22,100,1,0,47,98,6,1,0,10,12,0.293310463,0.461406518
mccutan01,2013,1,PIT,NL,157,583,97,185,38,5,21,84,27,10,78,101,12,9,0,4,13,0.317324185,0.507718696
butlebi03,2013,1,KCA,AL,162,582,62,168,27,0,15,82,0,0,79,102,11,3,0,4,28,0.288659794,0.412371134
vottojo01,2013,1,CIN,NL,162,581,101,177,30,3,24,73,6,3,135,138,19,4,0,6,15,0.30464716,0.490533563
donaljo02,2013,1,OAK,AL,158,579,89,174,37,3,24,93,5,2,76,110,2,6,1,6,15,0.300518135,0.499136442
ellsbja01,2013,1,BOS,AL,134,577,92,172,31,8,9,53,52,4,47,92,3,5,1,2,12,0.298093588,0.426343154
hamiljo03,2013,1,LAA,AL,151,576,73,144,32,5,21,79,4,0,47,158,4,4,0,9,16,0.25,0.432291667
choosh01,2013,1,CIN,NL,154,569,107,162,34,2,21,54,20,11,112,133,5,26,3,2,3,0.284710018,0.462214411
zimmery01,2013,1,WAS,NL,147,568,84,156,26,2,26,79,6,0,60,133,2,2,0,3,16,0.274647887,0.464788732
cozarza01,2013,1,CIN,NL,151,567,74,144,30,3,12,63,0,0,26,102,2,2,13,10,18,0.253968254,0.380952381
kipnija01,2013,1,CLE,AL,149,564,86,160,36,4,17,84,30,7,76,143,3,3,5,10,10,0.283687943,0.45212766
alvarpe01,2013,1,PIT,NL,152,558,70,130,22,2,36,100,2,0,48,186,7,4,0,4,16,0.23297491,0.47311828
uptonju01,2013,1,ATL,NL,149,558,94,147,27,2,27,70,8,1,75,161,4,5,1,4,12,0.26344086,0.464157706
doziebr01,2013,1,MIN,AL,147,558,72,136,33,4,18,66,14,7,51,120,0,6,3,4,14,0.243727599,0.413978495
brantmi02,2013,1,CLE,AL,151,556,66,158,26,3,10,73,17,4,40,67,1,4,3,8,11,0.284172662,0.395683453
cabremi01,2013,1,DET,AL,148,555,103,193,26,1,44,137,3,0,90,94,19,5,0,2,19,0.347747748,0.636036036
beltrca01,2013,1,SLN,NL,145,554,79,164,30,3,24,84,2,1,38,90,1,1,1,6,12,0.296028881,0.490974729
jacksau01,2013,1,DET,AL,129,552,99,150,30,7,12,49,8,4,52,129,0,4,3,3,12,0.27173913,0.416666667
freemfr01,2013,1,ATL,NL,147,551,89,176,27,2,23,109,1,0,66,121,10,7,0,5,10,0.319419238,0.500907441
aybarer01,2013,1,LAA,AL,138,550,68,149,33,5,6,54,12,7,23,59,1,3,8,5,14,0.270909091,0.381818182
